PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
TSQRu,5rk1/pb3q2/1p5p/6p1/4N2n/2PQ4/PP4rP/1BR1R2K b - - 3 28,f7f4 e4f6 f8f6 e1e8 f6f8 d3h7,2508,96,88,297,clearance exposedKing kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/E82Px3T3/black#56,
db33a,r6r/R2bqp2/Qnk1p3/1p1pP1p1/1PpP1P2/2P3p1/4B1NP/R5K1 b - - 3 27,d7c8 a6b5 c6b5 a1a5 b5c6 b4b5,2508,86,90,2726,attraction long mate mateIn3 middlegame sacrifice,https://lichess.org/WaDqHdTt/black#54,
ntqLu,rnb3nr/pppk2pp/3bQ3/6B1/2B1P3/8/P1P2PPP/qN2K2R b K - 1 11,d7c6 e6d5 c6d7 d5f5 d7c6 f5b5,2508,109,88,766,exposedKing long mate mateIn3 middlegame,https://lichess.org/qv8JqqmP/black#22,Philidor_Defense Philidor_Defense_Other_variations
8csX7,5r1b/3bnp1Q/p3pkp1/2p1q1N1/3n1BP1/2NP2K1/B1r5/R7 b - - 1 25,c2c3 g5e4 e5e4 g4g5 f6f5 h7h3,2508,80,91,3700,fork long mate mateIn3 middlegame sacrifice,https://lichess.org/z4UHr9LO/black#50,
sm1y2,r5k1/2p2p1p/1q2pQp1/2n3N1/8/4P2P/r4PP1/3R2K1 b - - 3 28,a8f8 g5f7 f8f7 d1d8 f7f8 f6f8,2508,90,93,2081,long mate mateIn3 middlegame sacrifice,https://lichess.org/PQfnvn7u/black#56,
trNpA,r1b2k2/pp5R/2pp3p/3P1p2/2P1NR2/3q4/PP1B1K2/8 b - - 1 37,f8g8 f4g4 f5g4 e4f6 g8f8 d2h6,2507,81,94,1076,exposedKing long mate mateIn3 middlegame sacrifice,https://lichess.org/KMnRf3He/black#74,
jGSyF,r2qrk2/1p1bnNpB/p1n1p2p/3pP3/3P2Q1/B1P5/5PPP/R4RK1 b - - 0 16,f8f7 g4f3 e7f5 f3h5 g7g6 h5g6,2507,78,92,410,long mate mateIn3 middlegame,https://lichess.org/VxGJY5RG/black#32,Sicilian_Defense Sicilian_Defense_Wing_Gambit
RS3la,8/p7/Q1pkp1q1/1N1pn3/8/KP6/P1P5/8 b - - 11 35,d6c5 a6a7 c5b5 a7b7 b5c5 b7b4,2506,104,87,677,endgame long mate mateIn3 sacrifice,https://lichess.org/lGm8cl5z/black#70,
ywofz,4k3/R7/2p1P3/B2b1K2/8/8/8/6r1 b - - 0 52,e8f8 a7a8 f8e7 a5b4 c6c5 b4c5,2505,85,92,1232,endgame exposedKing long mate mateIn3,https://lichess.org/H91o2Xb2/black#104,
kzRVs,7r/1R2bpp1/Q6p/2qkp3/3pP3/3P2P1/5P1P/6K1 b - e3 0 36,d4e3 b7d7 e7d6 d7d6 c5d6 a6c4,2505,81,97,550,endgame long mate mateIn3 sacrifice,https://lichess.org/eQlWZ2dc/black#72,
ExzCR,8/ppp2k2/3br1q1/3Q1pn1/2P3PR/7P/PP3P2/4R1K1 w - - 3 30,g4f5 g5h3 g1f1 g6g1,2505,83,90,2804,doubleCheck mate mateIn2 middlegame short,https://lichess.org/4XpUQgg1#59,
WvxS7,5r1k/6pp/2Q5/p2p4/P2Pn3/1B2P2P/1P2NqP1/R6K w - - 3 25,e2g1 f2g2 h1g2 f8f2 g2h1 e4g3,2504,83,93,3988,attraction long mate mateIn3 middlegame sacrifice,https://lichess.org/yTARWXIx#49,
gqB7z,2r1r1kb/7p/3p2pB/q2NnbN1/p1P2QP1/P7/3K1P2/4RB1R w - - 1 25,d2d1 a5e1 d1e1 e5f3 e1d1 e8e1,2504,100,90,1991,attraction doubleCheck exposedKing long mate mateIn3 middlegame sacrifice,https://lichess.org/inSEgA4P#49,
u3pC6,r3n1k1/pp2qrPQ/3p4/3PpP1N/1P2P3/P4B2/5P2/R3K2R b KQ - 0 27,g8h7 h5f6 h7g7 h1g1 g7f6 g1g6,2504,82,93,1476,doubleCheck exposedKing long mate mateIn3 middlegame sacrifice,https://lichess.org/g9ebPp9M/black#54,
xlO27,r1b3Q1/ppkn4/4pp2/bNp1P3/3P4/1B3P2/PP2KP2/q7 b - - 5 27,c7b6 g8e6 b6b5 b3a4 b5a4 e6b3,2504,110,90,957,attraction long mate mateIn3 middlegame sacrifice,https://lichess.org/gEyzqYz3/black#54,
OPwxT,r2qr2b/1p1b1p1k/p1n1p1pB/2pp3n/6P1/P1NP4/BPPQ1P2/R3K2R b KQ - 0 18,h5f6 h6g7 h7g7 d2h6 g7g8 h6h8,2504,80,91,3407,attraction discoveredAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/QBgyxJky/black#36,Sicilian_Defense Sicilian_Defense_Canal_Attack
HQfjC,rnbq2nr/pppk3p/3pQ2b/8/2B1Pp1P/8/PPPP2P1/RNB1K2R b KQ - 7 12,d7c6 e6d5 c6d7 d5f5 d7c6 f5b5,2504,74,93,2256,long mate mateIn3 middlegame,https://lichess.org/0yg5r7ZH/black#24,Kings_Gambit_Accepted Kings_Gambit_Accepted_Allgaier_Gambit
Z0mi9,r1b3Q1/pp2R3/5rkp/8/6p1/2NK2p1/PP4P1/q7 b - - 5 27,g6f5 e7e5 f5e5 g8d5 e5f4 c3e2,2504,76,93,5195,attraction long mate mateIn3 middlegame sacrifice,https://lichess.org/uINqlPlO/black#54,
NNGfb,r4b1r/1b1q1p2/pBk2Pp1/Pp1p2P1/2pQ4/2P5/1PB3PP/RN4K1 b - - 5 22,f8d6 d4c4 d6c5 c4c5,2504,92,90,1658,mate mateIn2 middlegame short,https://lichess.org/JoJa4n2B/black#44,
LLpwk,5k1r/p5r1/5p2/QbbN4/3nR3/8/PP3PKP/8 w - - 3 32,g2h1 h8h2 h1h2 d4f3 h2h3 b5f1,2503,77,92,2371,attraction long mate mateIn3 middlegame sacrifice,https://lichess.org/kSuvRth3#63,
svfRc,4rk2/pQ3p2/7p/3p2p1/6bN/2P3Pq/P1B2P1P/5RK1 w - - 0 29,h4f5 h3f1 g1f1 g4h3 f1g1 e8e1,2503,87,94,333,attraction long mate mateIn3 middlegame sacrifice,https://lichess.org/mvoMi3J2#57,
JiFaW,5rk1/pp3p1R/q7/3Pp1P1/2n1B3/2P2Q2/P2KNP2/8 w - - 5 30,d2c2 a6a2 c2d3 a2b1 d3c4 f8c8,2502,80,93,654,long mate mateIn3 middlegame sacrifice,https://lichess.org/O35BpaUx#59,
Zjl1f,3R4/6k1/3p2pp/3P1P2/P5K1/1Br3rP/2P5/8 w - - 0 38,g4f4 c3f3 f4e4 g6f5 e4d4 f3f4,2502,81,67,214,endgame long mate mateIn3,https://lichess.org/2yE3DOi7#75,
F14MO,8/p7/1p3pp1/1P2r3/2P3Pk/P3PK2/7Q/2q5 b - - 7 50,h4g5 h2f4 g5h4 g4g5 h4h5 f4g4,2502,79,86,320,discoveredAttack endgame long mate mateIn3,https://lichess.org/jDyM0nJW/black#100,
pkLRm,1r6/2R2P2/7p/7B/3pbkPP/4p3/2P1K3/8 w - - 1 43,c7e7 d4d3 c2d3 e4f3 e2e1 b8b1,2501,79,95,2631,endgame exposedKing long mate mateIn3,https://lichess.org/jN6OF0ko#85,
yIQ2h,R7/2pk2p1/3p4/3Pb2p/Q1P1p1q1/4B1P1/1r3P1P/6K1 b - - 5 37,d7e7 e3g5 g4g5 a4e8 e7f6 e8e6,2501,79,78,199,endgame long mate mateIn3 sacrifice,https://lichess.org/IYVT1sZG/black#74,
B2yeM,r2N1rk1/ppp1n1p1/2n4p/3P4/2B3b1/2N5/PPPPKbPP/R1BQ3R w - - 2 10,e2d3 c6e5 d3e4 g4f5 e4e5 e7g6,2500,82,86,116,exposedKing long mate mateIn3 middlegame sacrifice,https://lichess.org/rnvUlOJX#19,Vienna_Game Vienna_Game_Anderssen_Defense
w8WNS,8/8/P7/7p/1B1n2p1/3k3P/4p1P1/4K3 w - - 2 51,a6a7 g4g3 h3h4 d4c2,2500,83,92,2213,endgame mate mateIn2 short,https://lichess.org/QkdG74pC#101,
SM2xl,4rk2/5pR1/2p5/2P1rP1Q/1p2q2p/1P2P3/6R1/7K b - - 4 43,e5f5 g7f7 f5f7 h5h6 f8e7 h6d6,2500,84,93,4511,dovetailMate endgame long mate mateIn3 sacrifice,https://lichess.org/dqELDSqJ/black#86,
8aio0,1r3r1k/p6P/1n1q1pQN/n1pBp1p1/2Pp4/P7/1P2PP2/R2K3R b - - 4 36,b6d5 g6g8 f8g8 h7g8q b8g8 h6f5,2500,81,95,3916,advancedPawn discoveredAttack exposedKing kingsideAttack long mate mateIn3 middlegame promotion sacrifice,https://lichess.org/V6MfJxS3/black#72,
IYnA4,2r1kr2/pp2nb1Q/3R2p1/1N2p3/2B1P3/1P6/PP4q1/2K2R2 b - - 3 22,f7c4 b5c7 c8c7 f1f8 e8f8 d6d8,2499,81,55,110,attraction exposedKing long mate mateIn3 middlegame sacrifice,https://lichess.org/Y83srF0X/black#44,
iJOxB,5r2/pp1b1kq1/3p2B1/2pNr2R/2P5/PP2Ppn1/2QK4/7R b - - 3 28,f7g8 h5h8 g7h8 g6h7 g8f7 c2g6,2499,85,93,2788,exposedKing kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/WmBp2Jp6/black#56,
cAKly,2r1rk2/1b1p1p2/q2Qp1p1/1pP5/5P2/7R/P5PP/R5K1 b - - 3 29,e8e7 d6e5 f7f6 e5f6 e7f7 h3h8,2499,80,90,553,long mate mateIn3 middlegame,https://lichess.org/fyA1MONk/black#58,
K9rN9,5k1r/p1pQn1pp/5pn1/4P3/3P1P2/B1P5/P1PK2PP/1q5R b - - 2 19,b1h1 d7c8 f8f7 e5e6,2498,81,93,4491,endgame mate mateIn2 pin short,https://lichess.org/tIh7B3yd/black#38,
b5DEH,2kr4/4r1p1/PQ2p3/1Np2p2/2P2Pqb/1PB1K2p/4N3/R7 w - - 1 34,a6a7 g4f3 e3f3 d8d3,2498,93,94,4349,attraction mate mateIn2 middlegame sacrifice short,https://lichess.org/SbxXwpmz#67,
ELCci,2b2rk1/2Q2N1n/2P5/3Pp3/4P3/6q1/2B5/5K1R w - - 4 37,h1g1 c8a6 c2d3 a6d3,2497,78,91,3165,mate mateIn2 middlegame short,https://lichess.org/UyBjM4GZ#73,
z9Rrb,3r1rn1/ppp2pRR/5k2/4pP2/2Q1P3/2B5/1K6/3q4 b - - 5 28,g8h6 c4e6 f7e6 g7g6,2497,81,95,3193,mate mateIn2 middlegame sacrifice short,https://lichess.org/tISmuWFz/black#56,
YCGmX,4r1k1/2p3p1/p1p5/3p4/2K5/P3qP2/1PP5/R2Q3R w - - 0 34,c4b4 e3b6 b4c3 b6c5 c3d2 c5e3,2497,97,95,2056,dovetailMate endgame long mate mateIn3,https://lichess.org/0kMbbXsU#67,
Jvdna,3r2k1/pb3p1p/4p3/1Q6/1np2P2/8/1P2N1PP/Kq3B1R w - - 0 24,a1b1 b7e4 b1a1 d8d1 e2c1 d1c1,2497,80,92,224,long mate mateIn3 middlegame queensideAttack,https://lichess.org/odF41cl7#47,
k4q5g,r4rk1/p3bppp/B1bp4/4NqB1/1p2n3/8/P1Q1NPPP/R2R2K1 w - - 1 19,g5e7 f5f2 g1h1 e4g3 e2g3 c6g2,2495,92,94,3541,discoveredAttack kingsideAttack long mate mateIn3 middlegame,https://lichess.org/RUdcJiV8#37,Queens_Indian_Defense Queens_Indian_Defense_Kasparov_Variation
qB0Et,2rk4/8/p3pQBp/Pq1b4/1n1P4/6B1/1p3PPP/3rR1K1 b - - 0 35,d8d7 f6g7 d7c6 g6e8 c8e8 g7c7,2495,81,78,218,long mate mateIn3 middlegame sacrifice,https://lichess.org/q6EE2Vzp/black#70,
h15iu,r4r1k/1q2N2p/p2p1p1Q/4pNn1/1p6/8/PPP4P/2KR4 b - - 1 26,f8f7 e7g6 h8g8 h6g7 f7g7 f5h6,2494,78,90,1198,kingsideAttack long mate mateIn3 middlegame pin sacrifice,https://lichess.org/biD6yNOk/black#52,
FK5FX,N2k4/pp1bn1p1/8/2P2p2/3NKp2/1Q1B3r/PP5q/R1B1R3 w - - 0 25,e4e5 h3e3 e1e3 f4f3,2493,85,90,1846,discoveredAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/SMJDcps1#49,
aw7VY,1b2r1k1/p4ppp/1pp5/5q2/1P1Pb2n/2Q3PP/P2B1P2/R3RBK1 w - - 4 27,g3h4 b8h2 g1h2 f5f2 f1g2 f2g2,2493,89,88,280,attraction deflection kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/JnCrU929#53,
7eqiu,3r1k2/6p1/4Kp1p/4nB1P/4P1P1/8/5R2/8 w - - 1 57,f2a2 e5f3 e4e5 f3d4,2493,103,89,801,endgame mate mateIn2 quietMove short,https://lichess.org/BpfLA6Cz#113,
ySncy,1r5k/1R3p1p/2q2P2/p4Q2/1pp3PP/8/P1P5/1K1R4 b - - 0 30,c6b7 f5g5 b8g8 g5g8 h8g8 d1d8,2492,87,91,2206,attraction endgame long mate mateIn3 sacrifice,https://lichess.org/TzCIgrFe/black#60,
QOqIf,4r1k1/Q4pp1/2p5/7p/3P2n1/2N2qP1/PP3P1P/5RK1 w - - 0 25,a7a4 g4f2 f1f2 e8e1 f2f1 e1f1,2492,101,88,372,endgame long mate mateIn3 sacrifice,https://lichess.org/vQjvJIP4#49,
hgR7c,5Q1R/5p2/2pkp3/q2p2P1/8/5K2/r1p4P/8 b - - 1 39,d6c7 f8e7 c7b6 h8b8 b6a6 e7b7,2492,83,93,1208,endgame long mate mateIn3,https://lichess.org/6QBJhYZd/black#78,
KBMSX,2R5/8/1b3k2/8/2Bnp1pr/1P3p1P/7K/3R4 w - - 0 43,h2g3 d4f5 g3f4 g4h3,2492,120,81,51,deflection discoveredAttack endgame mate mateIn2 short,https://lichess.org/qHLa55jI#85,
Hk0P7,r4r1k/7R/2p1nq2/1p1p4/p4PR1/P1N2Q2/1PP5/2K5 b - - 0 30,h8h7 f3d3 f6f5 d3h3 f5h5 h3h5,2492,85,86,379,exposedKing long master masterVsMaster mate mateIn3 middlegame,https://lichess.org/SIuAwDYr/black#60,
ZaI5I,3k2r1/pR2npr1/B1p4p/3p1b2/P2P4/2N5/2P1Q1Rb/2q1BK2 b - - 8 29,g7g2 e2e7 d8c8 b7b3,2491,97,16,48,discoveredAttack mate mateIn2 middlegame short,https://lichess.org/OnFFvvZ3/black#58,
G7C0z,1B4nr/5ppp/1R6/1B2pk2/1b6/4KP2/PP1r1P1P/7R b - - 4 21,d2b2 b5d7 f5g5 h2h4 g5h5 d7g4,2491,80,91,3057,long mate mateIn3 middlegame,https://lichess.org/Poe3hPta/black#42,
Vj3yC,5k2/1p3p2/6pp/1P1P4/2Q2P2/4q1KP/6P1/8 w - - 1 36,g3g4 f7f5 g4h4 e3e1 g2g3 e1e7,2491,80,91,2406,endgame long mate mateIn3 queenEndgame,https://lichess.org/9yOW6ZAT#71,
gSyqI,r3q3/ppk5/1n3b2/4n3/4B1b1/2N2N2/PPQ1KPP1/R7 b - - 3 26,e5f3 c3d5 c7d6 c2c7 d6e6 d5f4,2491,79,82,495,doubleCheck fork long mate mateIn3 middlegame,https://lichess.org/7WhR1eCn/black#52,
95Nt1,r2q3r/pb1pnpkp/3p1Q2/1p1N2p1/3P4/1BP5/PP3PPP/6K1 b - - 1 18,g7f8 f6h6 f8g8 d5f6,2490,79,81,213,master mate mateIn2 middlegame short,https://lichess.org/HznThPw6/black#36,Four_Knights_Game Four_Knights_Game_Italian_Variation
R51xY,8/8/2PN2kp/6p1/5pK1/2R4P/1r6/8 w - - 1 43,c6c7 b2f2 h3h4 h6h5 g4h3 g5g4,2490,77,93,3175,endgame long mate mateIn3 quietMove,https://lichess.org/eJd2CVtk#85,
8YQKb,r2b1rk1/ppp4p/3p4/1P4p1/2P1PP2/P1B2nPK/2QNq3/R6R w - - 0 25,c2d1 f3g1 h1g1 g5g4,2490,79,93,490,master mate mateIn2 middlegame sacrifice short,https://lichess.org/ADVeogzt#49,
vcbb5,4R3/1r6/5p2/2p2kPp/8/b5PK/1r1BR3/8 b - - 0 43,f6g5 e8e6 g5g4 h3h4 c5c4 e2e5,2490,102,90,1164,defensiveMove endgame long master mate mateIn3 quietMove,https://lichess.org/zw2yGh6C/black#86,
sEhv9,r4r2/1p3p2/8/6kR/6B1/p3R3/5PPP/6K1 b - - 3 36,g5g4 e3h3 a3a2 h3h4,2489,81,91,1774,endgame mate mateIn2 rookEndgame short,https://lichess.org/p8QpF2Hu/black#72,
EWNzk,1kb4R/p1p5/1p1p1pq1/P2P1Nb1/1PP3B1/5K2/6P1/8 b - - 2 35,b8b7 f5d6 c7d6 a5a6 b7a6 g4c8,2489,111,86,860,attraction deflection endgame long mate mateIn3 sacrifice,https://lichess.org/YrGXB7yO/black#70,
uXlKj,r1b3k1/pp3Bp1/2n5/3ppqN1/7Q/8/P1PB2PP/7K b - - 14 28,g8f8 d2b4 c6b4 h4b4,2489,91,93,125,mate mateIn2 middlegame short,https://lichess.org/rAyOKQYv/black#56,
5LQN4,q5k1/2p3pp/3ppr2/1P2pn2/8/1QBPb1P1/4PP1P/1N3RK1 w - - 3 20,f2e3 a8g2 g1g2 f5e3 g2g1 f6f1,2489,85,85,328,attraction discoveredAttack fork intermezzo long mate mateIn3 middlegame sacrifice,https://lichess.org/z9bARohn#39,
Bc9kz,r5k1/pp4pp/3Q2p1/3N4/3nP1P1/8/PqP4P/5R1K b - - 0 26,b2b5 d6f8 a8f8 d5e7 g8h8 f1f8,2489,83,94,8682,backRankMate deflection endgame long mate mateIn3 sacrifice,https://lichess.org/CQfTHFUA/black#52,
oafaf,r2q1rk1/p1p2pp1/5b1Q/3pp3/PP6/2pB1P2/5P1P/3RK1R1 b - - 1 25,g7g6 d3g6 f7g6 h6g6 f6g7 g6g7,2489,124,78,52,kingsideAttack long mate mateIn3 middlegame,https://lichess.org/JDupj8bf/black#50,
s0YD6,6Q1/p2k1p2/2p5/1p2p3/1bK1P1n1/3nqN2/PP2N1BP/R1B4R w - - 0 25,c4b3 d3c5 b3b4 c5a6 b4a5 e3b6,2488,86,90,1043,doubleCheck exposedKing long mate mateIn3 middlegame sacrifice,https://lichess.org/V8W0mqFM#49,
XquDK,7k/p5p1/3N1p2/7n/3P2qN/6Pp/P3rQ1P/5RK1 w - - 2 37,f2f5 g4g3 h2g3 h3h2 g1h1 h5g3,2488,85,93,3247,advancedPawn intermezzo long mate mateIn3 middlegame sacrifice,https://lichess.org/3LhKReKh#73,
E7VGY,1r4k1/2pR1ppp/p1Q1P3/6q1/8/2N4P/PKP3P1/2R5 w - - 1 21,b2a3 g5a5 c6a4 a5c5 a4b4 c5b4,2488,83,67,133,endgame exposedKing fork long mate mateIn3,https://lichess.org/nkitwKVa#41,
kLjUJ,6k1/pp4p1/1b1q4/3P1Rp1/6R1/PQ4P1/1P4KP/6r1 w - - 3 29,g2h3 d6h6 g4h4 h6h4 g3h4 g5g4,2487,82,92,792,endgame long mate mateIn3 sacrifice,https://lichess.org/VduGiOsf#57,
qLFJV,rn3rk1/ppq3pp/1np1Q3/6B1/2P5/3B3P/P5Pb/R3R2K b - - 0 21,g8h8 e6f5 f8f5 e1e8 f5f8 e8f8,2486,80,94,542,clearance kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/yGl62HL4/black#42,
NcPWE,rb5k/1p3R2/p1p5/q2p3N/3n4/2KB3R/PP1Q4/6r1 w - - 5 32,c3d4 a5b6 d4c3 b8e5 c3c2 b6b2,2486,78,87,118,long mate mateIn3 middlegame,https://lichess.org/yFmclGmT#63,
cBMqU,4r1k1/pQp2ppp/8/8/6n1/PP1Pq3/6PP/R4R1K w - - 2 20,a1a2 e3f4 f1f4 e8e1 f4f1 e1f1,2485,86,80,111,clearance endgame long mate mateIn3 sacrifice,https://lichess.org/Q1G3H7si#39,
3J78T,8/Qp2kp2/8/3b4/6r1/1P6/1P1P1RPP/R1Bq2K1 w - - 1 24,f2f1 g4g2 g1h1 g2g4,2485,89,87,61,discoveredAttack mate mateIn2 middlegame short,https://lichess.org/GSKlQOuI#47,
0qX59,5rk1/ppp3pp/2nb4/4p2r/4N1q1/2P2bP1/PPQ2P1P/R1B1RBK1 w - - 8 17,e4d2 g4g3 f2g3 d6c5 e1e3 c5e3,2485,96,89,557,kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/jz5Trza3#33,Hungarian_Opening Hungarian_Opening_Other_variations
8PASJ,8/6Rp/p5p1/5kP1/P3bP2/7P/2r1n3/Q5K1 w - - 3 37,g1h2 e2d4 h2g1 d4f3 g1f1 e4d3,2485,82,92,3904,discoveredAttack endgame long mate mateIn3,https://lichess.org/M8ScjjCx#73,
aYUqj,2k1r3/ppp2p2/8/3p4/1P1Q4/2P2Brq/P2N1K2/R1B2R2 w - - 3 33,d4d5 g3g2 f3g2 h3e3,2484,89,95,7663,clearance dovetailMate mate mateIn2 middlegame sacrifice short,https://lichess.org/Fyl6oYRs#65,
kQHWV,4r1k1/Q6p/4pBpq/3pP3/4b3/6RP/PPr2P2/R5K1 w - - 3 30,a7d7 h6c1 a1c1 c2c1 g1h2 c1h1,2484,79,83,370,long mate mateIn3 middlegame sacrifice,https://lichess.org/6cRk9Fts#59,
U38nT,r4q2/ppp1n1k1/3bBp2/4P1p1/3p4/2P5/PPQ2P2/2K4R b - - 0 30,f6e5 c2h7 g7f6 h1h6 f8h6 h7f7,2482,98,90,1761,exposedKing long mate mateIn3 middlegame sacrifice,https://lichess.org/3aDdBWHf/black#60,
6uPoc,8/5Qpk/1b1Np2p/pp1bP3/5PP1/1P4K1/1r5P/4R3 w - - 1 31,d6e8 b6f2 g3h3 b2b3 e1e3 b3e3,2482,76,99,120,endgame fork long mate mateIn3,https://lichess.org/AzXC1lYU#61,
nsO3S,3Q4/p4p2/4pBk1/Pq2P1p1/7p/5P1K/4r1PP/8 b - - 5 39,g6f5 d8g8 e2g2 g8h7 f5f4 h7e4,2482,94,89,409,endgame long mate mateIn3,https://lichess.org/aJhXnvJp/black#78,
IjqSZ,r3k2r/ppp2ppp/2nb4/6q1/1PPP2b1/P7/1BQN1PPP/R3KB1R w KQkq - 5 13,h2h3 g5e3 f1e2 e3e2,2481,92,88,592,mate mateIn2 middlegame short,https://lichess.org/yzfeEgUO#25,Queens_Gambit_Declined Queens_Gambit_Declined_Albin_Countergambit
GD7nH,8/2N3pk/4Qpqp/4n3/8/4P2P/5PP1/1R4K1 w - - 1 34,c7e8 e5f3 g1f1 g6d3,2481,93,86,455,endgame mate mateIn2 pin short,https://lichess.org/tu3yItmJ#67,
ouHfc,r4k2/1pp2p1p/3pb1p1/p1P1p2n/4P2Q/P1PP1N1P/1q3PP1/RN2K2R w KQ - 1 20,g2g4 b2c1 e1e2 h5f4,2481,77,93,1259,mate mateIn2 middlegame short,https://lichess.org/UBs5pllr#39,
vACx0,5rk1/1p2bppp/pq2p3/3pB3/8/P3RQ1P/1Pr2PP1/3R2K1 b - - 2 24,e7c5 f3f6 g7f6 e3g3 g8h8 e5f6,2480,79,91,3760,clearance intermezzo kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/xGtYiLEV/black#48,
IGzq4,5r1k/2q3pp/pr6/2p3N1/3P2Q1/1P6/P4PPb/4RK2 b - - 1 27,h2g3 g4f5 f8f5 e1e8 f5f8 e8f8,2480,77,93,1086,long mate mateIn3 middlegame sacrifice,https://lichess.org/tQzZZPvN/black#54,
A0MIO,bq4k1/2Rn2pp/2pN4/2P4n/3P4/4b2P/2Q3PK/1B4r1 b - - 3 32,d7f6 c2b3 b8b3 c7c8 f6e8 c8e8,2480,81,83,409,fork long mate mateIn3 middlegame sacrifice,https://lichess.org/Kymd7qfq/black#64,
McmPC,r1b3k1/bppr2pp/p1n1R3/3N4/2B2B2/5N2/PP4PP/5K2 b - - 0 18,c6a5 d5f6 g7f6 e6e8 g8g7 e8g8,2479,78,92,387,doubleCheck kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/zOUdIVQQ/black#36,Italian_Game Italian_Game_Classical_Variation
E4Jr9,4r1k1/pp3pp1/3Q4/2pP4/5B2/3qP3/PP1N1R2/3RK1r1 w - - 6 26,d2f1 e8e3 f4e3 g1f1 f2f1 d3e3,2479,78,94,1546,exposedKing long mate mateIn3 middlegame pin sacrifice,https://lichess.org/lx7Ssyhg#51,
Looxo,6k1/1b2bppp/1Q5P/1B1pqP2/4n1P1/4B3/rPP5/2KR3R w - - 0 24,c2c3 e5c3 b2c3 e7a3 c1b1 e4c3,2479,78,94,3969,intermezzo long mate mateIn3 middlegame queensideAttack sacrifice,https://lichess.org/12wBRo29#47,
jXaLQ,r2kr3/2p3pp/p1Pp1q2/3QR3/p1B2P2/2B4b/1PP3pP/6K1 b - - 2 22,f6f4 d5d6 c7d6 c3a5 d8c8 e5e8,2478,78,93,2609,deflection long mate mateIn3 middlegame sacrifice,https://lichess.org/EYUULD6N/black#44,
uRE6g,2bk1b1r/2N1pppp/3p1n2/2pP4/4P3/5qP1/Q1PB3P/1R2K2R w K - 2 19,d2a5 f3e3 e1d1 c8g4,2478,109,88,1404,mate mateIn2 middlegame short,https://lichess.org/eBEEasE8#37,Trompowsky_Attack Trompowsky_Attack_Poisoned_Pawn_Variation
wWSha,r4rk1/ppp2ppp/3p4/2nPp3/2P1n2q/4PB2/PP1BK1PP/RN1Q1R2 w - - 7 13,h2h3 h4f2 f1f2 e4g3 e2e1 c5d3,2478,79,91,2011,long mate mateIn3 middlegame sacrifice,https://lichess.org/bI7tnUDE#25,Indian_Defense Indian_Defense_Budapest_Defense
vJdZR,4rrk1/pp1N1p1p/2n3p1/3p4/5N2/2b3P1/P4RKR/8 b - - 1 30,c6e5 d7f6 g8g7 f4e6 f7e6 h2h7,2478,77,92,1314,fork long mate mateIn3 middlegame sacrifice,https://lichess.org/X7JNAMes/black#60,
02YEp,r1b5/7p/pp4pk/2qpQn1r/8/PBN2P1P/1PP3P1/3RR2K w - - 3 24,e5d5 f5g3 h1h2 h5h3 g2h3 c5f2,2478,79,93,3217,kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/cafPuOxW#47,
RxTCK,r3qr2/2p1np2/p2p2p1/4k2p/3NPQbP/1Pp5/1PP3P1/2K1RR2 b - - 3 21,e5d4 f4f2 d4e5 f2f6,2477,78,92,3263,mate mateIn2 middlegame short,https://lichess.org/DyOOjE9u/black#42,
BroWP,5r2/4q2k/ppb1pR1R/4p1pB/2Pn4/1P4PP/P6K/8 b - - 2 35,h7g7 f6g6 g7f7 g6g5,2477,77,91,2793,discoveredAttack mate mateIn2 middlegame short,https://lichess.org/5xEgvdUm/black#70,
624pl,6k1/1pr2p2/pq2pQnR/3pP1N1/5n2/P7/1P3RP1/7K b - - 0 38,b6f2 f6d8 g6f8 h6h8 g8g7 d8f6,2476,100,87,393,fork long mate mateIn3 middlegame,https://lichess.org/aoxTII6V/black#76,
SOs5Y,8/6rk/p6p/3P2P1/N3P1K1/1Q3PP1/P7/5q2 w - - 1 47,f3f4 g7g5 f4g5 h6h5 g4h5 f1h3,2476,76,94,4641,attraction endgame long mate mateIn3 sacrifice,https://lichess.org/xk8OKMyU#93,
la3Ch,8/5k2/6p1/1p1pPqPp/1P1P3P/2rbQ3/2p2P1K/R5R1 w - - 2 39,e3d2 f5h3 h2h3 d3f1 h3h2 c3h3,2476,77,93,4573,attraction doubleCheck endgame exposedKing long mate mateIn3 sacrifice,https://lichess.org/QeaphAp9#77,
